Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
meal_id28,Cauliflower Rice with Stir-Fried Vegetables,Rice,"Cauliflower rice (grated cauliflower), bell peppers, broccoli, mushrooms, spinach, garlic, ginger, soy sauce (low sodium), sesame oil, chili flakes",veg,fiber, hypertension scurvy heart_disease goitre kidney_disease obesity, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,245
meal_id184,Chia Seed Pudding with Almond Milk,Pudding,"Chia seeds (30g), almond milk (250ml), vanilla extract (1 teaspoon), honey or maple syrup (optional, for sweetness), fresh berries (for topping)",veg,calcium, obesity scurvy kidney_disease heart_disease, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,485
meal_id270,Spinach and Carrot Salad with Walnuts,Salad,"Fresh spinach leaves, carrots (grated), walnuts, bell peppers (sliced), oranges (segments), olive oil, lemon juice, salt, pepper",veg,calcium, obesity eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,530
meal_id29,Spinach Lentil Coconut Soup,Soup,"Spinach, lentils (100g), coconut milk, onions, garlic, ginger, spices (like cumin, turmeric), vegetable broth",veg,vitamin_c, anemia scurvy goitre kidney_disease, dash_diet high_fiber_diet type_a_diet ketogenic_diet,205
meal_id185,Spinach Dal with Mushrooms,Dal,"Spinach (100g), Lentils (150g), Mushrooms (150g), Onion (1 medium), Tomato (1 medium), Garlic (3 cloves), Ginger (1 inch), Green Chili (2), Turmeric Powder (1 tsp), Cumin Seeds (1 tsp), Coriander Powder (1 tsp), Salt (to taste), Oil (2 tbsp)",veg,vitamin_c, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet dash_diet low_fat_diet,295
meal_id279,Mixed Beans Salad,Salad,"Kidney Beans (100g), Black Beans (100g), Chickpeas (100g), Red Bell Pepper (1 medium), Green Bell Pepper (1 medium), Red Onion (1 small), Cucumber (1 medium), Cherry Tomatoes (100g), Fresh Parsley (1/4 cup), Olive Oil (2 tbsp), Lemon Juice (2 tbsp), Salt (to taste), Black Pepper (to taste)",veg,fiber, anemia pregnancy hypertension heart_disease goitre obesity diabeties, alkaline_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet type_a_diet,435
meal_id143,Ragi Porridge,Porridge,"Ragi flour (50g), milk (200ml), jaggery (20g), cardamom powder (2g)",veg,iodine, anemia pregnancy rickets goitre obesity, type_o_diet omni_diet ketogenic_diet vegan_diet dash_diet,555
meal_id271,Moong Dal Dosa,Dosa,"Split moong dal (yellow mung beans), 1 cup, soaked for 4-6 hours, Rice flour, 1/4 cup, Ginger, 1-inch piece, grated, Green chili, 1, finely chopped, Cumin seeds, 1 tsp, Salt, to taste, Water, as needed, Oil, for cooking",veg,protien, obesity rickets hypertension, high_protien_diet,290
meal_id280,Avocado Corn Salad,Salad,"Corn kernels (grilled or boiled), diced avocado, cherry tomatoes, red onion, lime juice, olive oil, coriander, salt, pepper",veg,chloride, anemia hypertension cancer scurvy heart_disease goitre kidney_disease diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet,675
meal_id144,Vegetable Biryani,Biryani,"Basmati rice (100g), Mixed vegetables (200g), Onions (100g), Tomatoes (100g), Garlic (5g), Ginger (5g), Green chilies (5g), Cumin seeds (5g), Turmeric powder (5g), Garam masala (5g), Saffron (a pinch)",veg,vitamin_a, anemia goitre, ketogenic_diet,685
meal_id281,coconut mango oatmeal with cinnamon hint,mango,"coconut (tender), coconut milk, oats, ripe mango (diced), castor sugar, dry fruits, honey, cardamom powder",veg,selenium, hypertension cancer rickets goitre obesity diabeties, low_fat_diet paleo_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,555
meal_id282,fruit cube salad,salad,"watermelon, kiwifruiit,mango, pineapple,guava, mint leaf,crushed nuts(for garnishing)",veg,fiber, pregnancy hypertension scurvy heart_disease eye_disease goitre obesity diabeties, low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,280
meal_id283,veg hakka noodles,sauce,"noodles, salt, oil, garlic paste, ginger paste, beans, cabbage, carrot, spring onion, capsicum, soy sauce, green chilli sauce, tomato sauce",veg,iron, diabeties, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,380
meal_id284,strawberry quinoa pancakes,pancakes,"quinoa, milk, olive oil, egg (slightly beaten), baking powder, orange essence, castor sugar, maple syrup, strawberries (to garnish)",veg,vitamin_c, pregnancy scurvy goitre, low_sodium_diet vegan_diet dash_diet,210
meal_id186,Strawberry Tart,Dessert,"Shortcrust pastry (store-bought or homemade) (1 sheet), Fresh strawberries (500g), Strawberry jam (100g), Lemon juice (from 1 lemon), Cornstarch (10g), Sugar (optional, to taste)",veg,vitamin_a, scurvy kidney_disease, high_protien_diet low_fat_diet,450
meal_id84,Methi (Fenugreek) Paratha,Paratha,"Whole wheat flour (200g), Methi leaves (fenugreek) (100g), Green Chili (1), Ginger (10g), Garlic (2 cloves), Cumin Seeds (1 tsp), Turmeric Powder (1/2 tsp), Salt (to taste), Oil (2 tbsp)",veg,manganese, pregnancy kidney_disease anemia, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,530
meal_id285,Banana Spinach Pancake,Pancake,"Ripe bananas (2), Spinach leaves (100g), Eggs (2), Whole wheat flour (100g), Baking powder (1 tsp), Cinnamon powder (1/2 tsp), Salt (to taste), Oil or butter for cooking",veg,vitamin_c, anemia scurvy hypertension kidney_disease, alkaline_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet type_a_diet,250
meal_id286,Whole Wheat Cheese Pasta with Vegetables,Pasta,"Whole wheat pasta (200g), Mixed vegetables (bell peppers, broccoli, carrots) (200g), Low-fat cheese (100g), Olive oil (2 tbsp), Garlic (2 cloves), Italian seasoning (1 tsp), Salt (to taste)",veg,calcium, obesity goitre kidney_disease eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,625
meal_id287,Grilled Vegetable and Paneer Salad,Salad,"Paneer (200g), Assorted vegetables (bell peppers, zucchini, eggplant) (300g), Olive oil (2 tbsp), Lemon juice (2 tbsp), Garlic (2 cloves, minced), Mixed herbs (1 tsp), Salt (to taste), Black pepper (to taste), Lettuce leaves (for serving)",veg,calcium, obesity eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,355
meal_id288,Egg and Vegetable Stir-Fry,Fry,"Eggs (2), Mixed vegetables (bell peppers, broccoli, carrots) (200g), Onion (1, sliced), Garlic (2 cloves, minced), Ginger (1-inch piece, minced), Soy sauce (2 tbsp), Sesame oil (1 tbsp), Red chili flakes (1/2 tsp, optional), Salt (to taste), Black pepper (to taste), Green onions (for garnish)",non-veg,vitamin_a, hypertension rickets goitre kidney_disease pregnancy diabeties, low_sodium_diet high_protien_diet low_fat_diet ketogenic_diet,600
meal_id289,Amritsari Fish,Fish,"White fish fillets (500g), Chickpea flour (besan) (1 cup), Yogurt (1/2 cup), Ginger-garlic paste (2 tbsp), Lemon juice (2 tbsp), Red chili powder (1 tsp), Turmeric powder (1/2 tsp), Garam masala (1 tsp), Carom seeds (ajwain) (1/2 tsp), Salt (to taste), Mustard oil (for frying), Fresh coriander leaves (for garnish)",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,350
meal_id290,Tandoori Fish Tikka,Tikka,"Fish fillets (200g), yogurt (100g), lemon juice (20g), ginger-garlic paste (10g), spices (cumin, coriander, turmeric, garam masala) (5g each), salt (to taste), oil spray.",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,250
meal_id291,Chicken Rasam,Rasam,"Chicken pieces (250g),Tomatoes (2 medium-sized, chopped),Tamarind pulp (1 tablespoon),Garlic cloves (4-5, crushed),Ginger (1-inch piece, grated),Green chilies (2-3, slit),Curry leaves (1 sprig),Coriander leaves (for garnish),Mustard seeds (1 teaspoon),Cumin seeds (1 teaspoon),Turmeric powder (1/2 teaspoon),Salt (to taste),Water (4-5 cups),Oil (2 tablespoons)",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,620
meal_id292,Masoor Dal with Chicken,Chicken,"Masoor dal (red lentils - 100g), chicken breast (boneless, diced - 200g), tomatoes (2, chopped), onions (1, finely chopped), garlic (3 cloves, minced), ginger (1-inch piece, minced), green chilies (2, finely chopped), turmeric powder (1/2 teaspoon), cumin seeds (1 teaspoon), coriander powder (1 teaspoon), garam masala (1/2 teaspoon), salt (to taste), water (2 cups), oil (2 tablespoons), cilantro (for garnish)",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,215
meal_id293,Chicken and Broccoli Stir-fry,Chicken," Chicken breast (200g, sliced), broccoli florets (200g), garlic (3 cloves, minced), ginger (1-inch piece, minced), soy sauce (2 tablespoons), oyster sauce (1 tablespoon), sesame oil (1 tablespoon), salt (to taste), oil (2 tablespoons), green onions (for garnish)",non-veg,calcium, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet type_a_diet,355
meal_id294,Mushroom Matar Curry,Curry,"Mushrooms (200g, sliced), green peas (matar - 1 cup), onions (2, finely chopped), tomatoes (2, finely chopped), garlic (3 cloves, minced), ginger (1-inch piece, minced), green chilies (2, finely chopped), turmeric powder (1/2 teaspoon), cumin seeds (1 teaspoon), coriander powder (1 teaspoon), garam masala (1/2 teaspoon), salt (to taste), oil (2 tablespoons), fresh cilantro leaves (for garnish)",veg,iron, kidney_disease, vegan_diet low_fat_diet high_fiber_diet,220
meal_id295,Chicken Liver Curry,Curry,"Chicken liver (200g), onions (2, finely chopped), tomatoes (2, finely chopped), garlic (3 cloves, minced), ginger (1-inch piece, minced), green chilies (2, finely chopped), turmeric powder (1/2 teaspoon), cumin seeds (1 teaspoon), coriander powder (1 teaspoon), garam masala (1/2 teaspoon), salt (to taste), oil (2 tablespoons), fresh cilantro leaves (for garnish)",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,635
meal_id296,Chicken Tikka Salad,Salad,"Chicken breast (300g, grilled and sliced), mixed salad greens (200g), cucumber (1, diced), tomatoes (2, diced), red onions (1, thinly sliced), lemon juice (2 tablespoons), olive oil (1 tablespoon), chaat masala (1 teaspoon), salt and pepper (to taste)",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,500
meal_id297,Steamed Fish with Mustard Sauce (Bengali Bhapa Maach),Fish,"Fish fillets (500g), mustard paste (4 tablespoons), turmeric powder (1/2 teaspoon), chili powder (1/2 teaspoon), garlic (3 cloves, minced), salt (to taste), mustard oil (2 tablespoons), fresh cilantro leaves (for garnish)",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,665
meal_id298,Fish in Yogurt Sauce (Doi Maach),Fish,"Marinate fish fillets in yogurt, turmeric, chili powder, ginger-garlic paste, and salt. Cook in a sauce made with onions, tomatoes, green chilies, yogurt, and spices like cumin, coriander, and garam masala. Serve with rice or roti ",non-veg,iron, anemia scurvy rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,425
meal_id299,Spinach Paratha,Paratha,"Whole wheat flour (2 cups), spinach leaves (1 cup, finely chopped), green chilies (2, finely chopped), ginger (1-inch piece, grated), salt (to taste), water (as needed for kneading), oil or ghee (for cooking)",veg,vitamin_a, cancer scurvy heart_disease eye_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,565
meal_id300,Cabbage Paratha,Paratha,"Whole wheat flour (2 cups), cabbage (1 cup, finely shredded), green chilies (2, finely chopped), ginger (1-inch piece, grated), salt (to taste), coriander (chopped), water (as needed for kneading), oil or ghee (for cooking)",veg,carbohydrates, anemia pregnancy goitre obesity diabeties, ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,235
meal_id301,Brown Rice Pulao,Pulao,"Brown rice (1 cup), mixed vegetables (carrots, peas, green beans, bell peppers - 1.5 cups, diced), onions (1, finely chopped), garlic (3 cloves, minced), ginger (1-inch piece, grated), green chilies (2, slit), cumin seeds (1 teaspoon), bay leaf (1), cloves (3), cinnamon stick (1-inch piece), turmeric powder (1/2 teaspoon), garam masala (1 teaspoon), salt (to taste), water (2 cups), oil (2 tablespoons), fresh cilantro (1/4 cup, chopped)",veg,carbohydrates, obesity diabeties anemia heart_disease, Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet hormone_diet high_protien_diet dash_diet,315
meal_id302,Fish and Green Papaya Curry (Papaya Maacher Jhol),Fish,"Cook fish in a curry sauce made with green papaya, onions, tomatoes, ginger, garlic, green chilies, and spices like turmeric, cumin, and coriander. Serve with steamed rice" ,non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,620
meal_id303,Beetroot Paratha,Paratha,"Whole wheat flour (2 cups), beetroot (1 cup, grated), green chilies (2, finely chopped), ginger (1-inch piece, grated), salt (to taste), carom seeds (1/2 teaspoon), coriander(chopped), water (as needed for kneading), oil or ghee (for cooking)",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,220
meal_id304,Mint Curd Rice,Rice,"Cooked rice (1 cup), plain yogurt (1 cup), mint leaves (1/4 cup, finely chopped), salt (to taste), oil (1 tablespoon), mustard seeds (1 teaspoon), green chilies (2, finely chopped), ginger (1/2 inch piece, finely chopped), curry leaves (10), asafoetida (a pinch), fresh cilantro (1/4 cup, chopped)",veg,carbohydrates, obesity diabeties anemia, high_protien_diet vegan_diet dash_diet ketogenic_diet,350
meal_id305,Lemon Curd Rice,Rice,"Cooked rice (1 cup), plain yogurt (1 cup), lemon juice (2 tablespoons), salt (to taste), oil (1 tablespoon), mustard seeds (1 teaspoon), urad dal (1 teaspoon), green chilies (2, finely chopped), ginger (1/2 inch piece, finely chopped), curry leaves (10), asafoetida (a pinch), fresh cilantro (1/4 cup, chopped)",veg,iron, pregnancy goitre, low_fat_diet paleo_diet vegan_diet high_fiber_diet high_protien_diet,605
meal_id306,Garlic Flavored Banana Chips,Chips,"Raw bananas (4, peeled and thinly sliced), salt (to taste), turmeric powder (1/2 teaspoon), garlic powder (1 teaspoon), water (as needed), oil (for deep frying)",veg,magnesium, hypertension, alkaline_diet high_protien_diet vegan_diet high_fiber_diet,295
meal_id307,Fish Paturi,Fish,"Fish fillets (500g), mustard paste (4 tablespoons), grated coconut (2 tablespoons), green chilies (4, slit), turmeric powder (1/2 teaspoon), salt (to taste), banana leaves (for wrapping), mustard oil (2 tablespoons), fresh cilantro leaves (for garnish)",non-veg,vitamin_a, hypertension rickets goitre kidney_disease pregnancy diabeties, low_sodium_diet high_protien_diet low_fat_diet ketogenic_diet,645
meal_id308,Carrot Paratha,Paraha,"Whole wheat flour (2 cups), carrot (1 cup, grated), green chilies (2, finely chopped), ginger (1-inch piece, grated), cumin seeds (1 teaspoon), salt (to taste), water (as needed), olive oil (1 tablespoon, for kneading and cooking)",veg,carbohydrates, anemia cancer scurvy heart_disease eye_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,525
meal_id309,Sweet Potato Paratha,Paratha,"Whole wheat flour (2 cups), sweet potato (1 cup, boiled and mashed), green chilies (2, finely chopped), ginger (1-inch piece, grated), salt (to taste), cumin seeds (1/2 teaspoon), fresh cilantro (1/4 cup, chopped), water (as needed for kneading), oil or ghee (for cooking)",veg,carbohydrates,obesity diabeties anemia, high_protien_diet vegan_diet dash_diet ketogenic_diet,265
meal_id309,Noodle Potato Paratha,Paratha,"Whole wheat flour (2 cups), sweet potato (1 cup, boiled and mashed), green chilies (2, finely chopped), ginger (1-inch piece, grated), salt (to taste), cumin seeds (1/2 teaspoon), fresh cilantro (1/4 cup, chopped), water (as needed for kneading), oil or ghee (for cooking)",veg,carbohydrates,Cholestrol,high_protien_diet,265
meal_id309,Cake Potato Paratha,Paratha,"Whole wheat flour (2 cups), sweet potato (1 cup, boiled and mashed), green chilies (2, finely chopped), ginger (1-inch piece, grated), salt (to taste), cumin seeds (1/2 teaspoon), fresh cilantro (1/4 cup, chopped), water (as needed for kneading), oil or ghee (for cooking)",veg,carbohydrates,Cholestrol,high_protien_diet,265
